id,age, gender, education_level, job_title, years_of_experience, salary
3415,30,Male,Masters Degree,Web Developer,4,65000
3416,43,Female,PhD,Director of HR,14,140000
3417,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3418,26,Female,High School,Junior HR Generalist,2,35000
3419,41,Male,Masters Degree,Senior HR Generalist,11,115000
3420,29,Female,Masters Degree,Web Developer,5,70000
3421,35,Male,Bachelors Degree,Web Developer,6,80000
3422,27,Female,High School,Junior HR Coordinator,1,30000
3423,40,Male,PhD,Director of HR,13,135000
3424,23,Female,Bachelors Degree,Junior Web Developer,1,40000
3425,39,Male,Masters Degree,Senior HR Generalist,10,105000
3426,31,Male,High School,Junior HR Generalist,2,35000
3427,44,Female,PhD,Senior Human Resources Manager,12,120000
3428,28,Male,Masters Degree,Web Developer,3,55000
3429,32,Female,Bachelors Degree,Junior Web Developer,2,45000
3430,45,Male,Masters Degree,Director of HR,14,140000
3431,26,Female,Bachelors Degree,Web Developer,3,55000
3432,38,Male,PhD,Senior Human Resources Manager,11,115000
3433,27,Female,Masters Degree,Senior HR Generalist,4,70000
3434,33,Male,High School,Junior HR Coordinator,3,38000
3435,42,Female,Masters Degree,Director of HR,13,135000
3436,29,Male,Bachelors Degree,Junior Web Developer,2,45000
3437,36,Female,Masters Degree,Web Developer,7,85000
3438,30,Male,High School,Junior HR Generalist,1,32000
3439,43,Female,PhD,Senior Human Resources Manager,15,150000
3440,34,Male,Bachelors Degree,Web Developer,4,65000
3441,25,Female,Masters Degree,Junior HR Generalist,1,32000
3442,37,Male,PhD,Director of HR,12,120000
3443,24,Female,Bachelors Degree,Junior Web Developer,1,40000
3444,39,Male,Masters Degree,Senior HR Generalist,9,95000
3445,31,Male,High School,Junior HR Generalist,2,35000
3446,44,Female,PhD,Director of HR,14,140000
3447,28,Male,Bachelors Degree,Web Developer,3,55000
3448,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3449,45,Male,PhD,Director of HR,13,135000
3450,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3451,38,Male,Masters Degree,Senior HR Generalist,8,95000
3452,27,Female,High School,Junior HR Generalist,1,32000
3453,33,Male,Bachelors Degree,Web Developer,5,70000
3454,42,Female,Masters Degree,Director of HR,12,120000
3455,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3456,36,Female,Masters Degree,Web Developer,7,85000
3457,30,Male,High School,Junior HR Coordinator,2,33000
3458,43,Female,PhD,Senior Human Resources Manager,15,150000
3459,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3460,25,Female,Masters Degree,Junior HR Generalist,1,32000
3461,37,Male,PhD,Director of HR,11,115000
3462,24,Female,Bachelors Degree,Web Developer,1,40000
3463,39,Male,Masters Degree,Senior HR Generalist,10,105000
3464,31,Male,High School,Junior HR Generalist,2,35000
3465,44,Female,PhD,Director of HR,13,135000
3466,28,Male,Bachelors Degree,Web Developer,4,65000
3467,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3468,45,Male,PhD,Director of HR,14,140000
3469,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3470,38,Male,Masters Degree,Senior HR Generalist,8,95000
3471,27,Female,High School,Junior HR Generalist,1,32000
3472,33,Male,Bachelors Degree,Web Developer,5,70000
3473,42,Female,Masters Degree,Director of HR,12,120000
3474,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3475,36,Female,Masters Degree,Web Developer,7,85000
3476,30,Male,High School,Junior HR Coordinator,2,33000
3477,43,Female,PhD,Senior Human Resources Manager,15,150000
3478,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3479,25,Female,Masters Degree,Junior HR Generalist,1,32000
3480,37,Male,PhD,Director of HR,11,115000
3481,24,Female,Bachelors Degree,Web Developer,1,40000
3482,39,Male,Masters Degree,Senior HR Generalist,10,105000
3483,31,Male,High School,Junior HR Generalist,2,35000
3484,44,Female,PhD,Director of HR,13,135000
3485,28,Male,Bachelors Degree,Web Developer,4,65000
3486,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3487,45,Male,PhD,Director of HR,14,140000
3488,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3489,38,Male,Masters Degree,Senior HR Generalist,8,95000
3490,27,Female,High School,Junior HR Generalist,1,32000
3491,33,Male,Bachelors Degree,Web Developer,5,70000
3492,42,Female,Masters Degree,Director of HR,12,120000
3493,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3494,36,Female,Masters Degree,Web Developer,7,85000
3495,30,Male,High School,Junior HR Coordinator,2,33000
3496,43,Female,PhD,Senior Human Resources Manager,15,150000
3497,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3498,25,Female,Masters Degree,Junior HR Generalist,1,32000
3499,37,Male,PhD,Director of HR,11,115000
3500,24,Female,Bachelors Degree,Web Developer,1,40000
3501,39,Male,Masters Degree,Senior HR Generalist,10,105000
3502,31,Male,High School,Junior HR Generalist,2,35000
3503,44,Female,PhD,Director of HR,13,135000
3504,28,Male,Bachelors Degree,Web Developer,4,65000
3505,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3506,45,Male,PhD,Director of HR,14,140000
3507,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3508,38,Male,Masters Degree,Senior HR Generalist,8,95000
3509,27,Female,High School,Junior HR Generalist,1,32000
3510,33,Male,Bachelors Degree,Web Developer,5,70000
3511,42,Female,Masters Degree,Director of HR,12,120000
3512,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3513,36,Female,Masters Degree,Web Developer,7,85000
3514,30,Male,High School,Junior HR Coordinator,2,33000
3515,43,Female,PhD,Senior Human Resources Manager,15,150000
3516,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3517,25,Female,Masters Degree,Junior HR Generalist,1,32000
3518,37,Male,PhD,Director of HR,11,115000
3519,32,Male,Bachelors Degree,Junior Web Developer,2,45000
3520,24,Female,High School,Junior HR Generalist,1,32000
3521,45,Male,PhD,Senior Human Resources Manager,12,120000
3522,29,Female,Masters Degree,Web Developer,4,65000
3523,38,Male,Bachelors Degree,Senior HR Generalist,8,95000
3524,27,Female,Masters Degree,Director of HR,5,80000
3525,31,Female,High School,Junior HR Coordinator,3,38000
3526,42,Male,Masters Degree,Web Developer,10,110000
3527,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3528,36,Male,Masters Degree,Senior HR Generalist,7,89000
3529,28,Male,High School,Junior HR Generalist,1,32000
3530,33,Female,Bachelors Degree,Web Developer,5,70000
3531,46,Male,PhD,Director of HR,15,150000
3532,25,Female,Bachelors Degree,Junior Web Developer,1,40000
3533,37,Female,Masters Degree,Senior Human Resources Manager,9,105000
3534,30,Male,Masters Degree,Web Developer,4,65000
3535,43,Female,PhD,Director of HR,14,140000
3536,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3537,26,Female,High School,Junior HR Generalist,2,35000
3538,41,Male,Masters Degree,Senior HR Generalist,11,115000
3539,29,Female,Masters Degree,Web Developer,5,70000
3540,35,Male,Bachelors Degree,Web Developer,6,80000
3541,27,Female,High School,Junior HR Coordinator,1,30000
3542,40,Male,PhD,Director of HR,13,135000
3543,23,Female,Bachelors Degree,Junior Web Developer,1,40000
3544,39,Male,Masters Degree,Senior HR Generalist,10,105000
3545,31,Male,High School,Junior HR Generalist,2,35000
3546,44,Female,PhD,Senior Human Resources Manager,12,120000
3547,28,Male,Masters Degree,Web Developer,3,55000
3548,32,Female,Bachelors Degree,Junior Web Developer,2,45000
3549,45,Male,Masters Degree,Director of HR,14,140000
3550,26,Female,Bachelors Degree,Web Developer,3,55000
3551,38,Male,PhD,Senior Human Resources Manager,11,115000
3552,27,Female,Masters Degree,Senior HR Generalist,4,70000
3553,33,Male,High School,Junior HR Coordinator,3,38000
3554,42,Female,Masters Degree,Director of HR,13,135000
3555,29,Male,Bachelors Degree,Junior Web Developer,2,45000
3556,36,Female,Masters Degree,Web Developer,7,85000
3557,30,Male,High School,Junior HR Generalist,1,32000
3558,43,Female,PhD,Senior Human Resources Manager,15,150000
3559,34,Male,Bachelors Degree,Web Developer,4,65000
3560,25,Female,Masters Degree,Junior HR Generalist,1,32000
3561,37,Male,PhD,Director of HR,12,120000
3562,24,Female,Bachelors Degree,Junior Web Developer,1,40000
3563,39,Male,Masters Degree,Senior HR Generalist,9,95000
3564,31,Male,High School,Junior HR Generalist,2,35000
3565,44,Female,PhD,Director of HR,14,140000
3566,28,Male,Bachelors Degree,Web Developer,3,55000
3567,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3568,45,Male,PhD,Director of HR,13,135000
3569,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3570,38,Male,Masters Degree,Senior HR Generalist,8,95000
3571,27,Female,High School,Junior HR Generalist,1,32000
3572,33,Male,Bachelors Degree,Web Developer,5,70000
3573,42,Female,Masters Degree,Director of HR,12,120000
3574,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3575,36,Female,Masters Degree,Web Developer,7,85000
3576,30,Male,High School,Junior HR Coordinator,2,33000
3577,43,Female,PhD,Senior Human Resources Manager,15,150000
3578,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3579,25,Female,Masters Degree,Junior HR Generalist,1,32000
3580,37,Male,PhD,Director of HR,11,115000
3581,24,Female,Bachelors Degree,Web Developer,1,40000
3582,39,Male,Masters Degree,Senior HR Generalist,10,105000
3583,31,Male,High School,Junior HR Generalist,2,35000
3584,44,Female,PhD,Director of HR,13,135000
3585,28,Male,Bachelors Degree,Web Developer,4,65000
3586,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3587,45,Male,PhD,Director of HR,14,140000
3588,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3589,38,Male,Masters Degree,Senior HR Generalist,8,95000
3590,27,Female,High School,Junior HR Generalist,1,32000
3591,33,Male,Bachelors Degree,Web Developer,5,70000
3592,42,Female,Masters Degree,Director of HR,12,120000
3593,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3594,36,Female,Masters Degree,Web Developer,7,85000
3595,30,Male,High School,Junior HR Coordinator,2,33000
3596,43,Female,PhD,Senior Human Resources Manager,15,150000
3597,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3598,25,Female,Masters Degree,Junior HR Generalist,1,32000
3599,37,Male,PhD,Director of HR,11,115000
3600,24,Female,Bachelors Degree,Web Developer,1,40000
3601,39,Male,Masters Degree,Senior HR Generalist,10,105000
3602,31,Male,High School,Junior HR Generalist,2,35000
3603,44,Female,PhD,Director of HR,13,135000
3604,28,Male,Bachelors Degree,Web Developer,4,65000
3605,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3606,45,Male,PhD,Director of HR,14,140000
3607,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3608,38,Male,Masters Degree,Senior HR Generalist,8,95000
3609,27,Female,High School,Junior HR Generalist,1,32000
3610,33,Male,Bachelors Degree,Web Developer,5,70000
3611,42,Female,Masters Degree,Director of HR,12,120000
3612,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3613,36,Female,Masters Degree,Web Developer,7,85000
3614,30,Male,High School,Junior HR Coordinator,2,33000
3615,43,Female,PhD,Senior Human Resources Manager,15,150000
3616,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3617,25,Female,Masters Degree,Junior HR Generalist,1,32000
3618,37,Male,PhD,Director of HR,11,115000
3619,24,Female,Bachelors Degree,Web Developer,1,40000
3620,39,Male,Masters Degree,Senior HR Generalist,10,105000
3621,31,Male,High School,Junior HR Generalist,2,35000
3622,44,Female,PhD,Director of HR,13,135000
3623,28,Male,Bachelors Degree,Web Developer,4,65000
3624,32,Female,Masters Degree,Senior Human Resources Manager,6,80000
3625,45,Male,PhD,Director of HR,14,140000
3626,26,Female,Bachelors Degree,Junior Web Developer,2,45000
3627,38,Male,Masters Degree,Senior HR Generalist,8,95000
3628,27,Female,High School,Junior HR Generalist,1,32000
3629,33,Male,Bachelors Degree,Web Developer,5,70000
3630,42,Female,Masters Degree,Director of HR,12,120000
3631,29,Male,Masters Degree,Senior Human Resources Manager,4,70000
3632,36,Female,Masters Degree,Web Developer,7,85000
3633,30,Male,High School,Junior HR Coordinator,2,33000
3634,43,Female,PhD,Senior Human Resources Manager,15,150000
3635,34,Male,Bachelors Degree,Junior Web Developer,3,50000
3636,25,Female,Masters Degree,Junior HR Generalist,1,32000
3637,37,Male,PhD,Director of HR,11,115000
3638,28,Male,Bachelors Degree,Software Engineer,3,60000
3639,37,Female,Masters Degree,Marketing Manager,9,100000
3640,43,Male,PhD,Data Scientist,15,150000
3641,31,Female,Bachelors Degree,Human Resources Coordinator,4,55000
3642,24,Male,High School,Junior Sales Associate,1,30000
3643,29,Female,Masters Degree,Software Developer,5,70000
3644,35,Male,Bachelors Degree,Operations Manager,8,90000
3645,26,Female,Masters Degree,Marketing Coordinator,2,40000
3646,42,Male,PhD,Data Scientist,12,130000
3647,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3648,27,Male,High School,Junior Sales Associate,2,35000
3649,38,Female,Masters Degree,Marketing Manager,10,110000
3650,30,Male,Bachelors Degree,Software Engineer,4,65000
3651,45,Male,PhD,Data Scientist,18,180000
3652,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3653,40,Female,Masters Degree,Human Resources Manager,11,120000
3654,33,Male,Bachelors Degree,Operations Manager,6,75000
3655,29,Female,High School,Junior Sales Associate,1,30000
3656,44,Male,PhD,Data Scientist,16,160000
3657,26,Male,Bachelors Degree,Software Developer,3,60000
3658,36,Female,Masters Degree,Marketing Coordinator,8,85000
3659,31,Male,Bachelors Degree,Operations Manager,5,70000
3660,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3661,42,Male,PhD,Data Scientist,13,140000
3662,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3663,28,Male,High School,Junior Sales Associate,2,35000
3664,39,Female,Masters Degree,Marketing Manager,10,110000
3665,31,Male,Bachelors Degree,Software Engineer,4,65000
3666,45,Male,PhD,Data Scientist,18,180000
3667,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3668,40,Female,Masters Degree,Human Resources Manager,11,120000
3669,33,Male,Bachelors Degree,Operations Manager,6,75000
3670,29,Female,High School,Junior Sales Associate,1,30000
3671,44,Male,PhD,Data Scientist,16,160000
3672,26,Male,Bachelors Degree,Software Developer,3,60000
3673,36,Female,Masters Degree,Marketing Coordinator,8,85000
3674,31,Male,Bachelors Degree,Operations Manager,5,70000
3675,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3676,42,Male,PhD,Data Scientist,13,140000
3677,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3678,28,Male,High School,Junior Sales Associate,2,35000
3679,39,Female,Masters Degree,Marketing Manager,10,110000
3680,31,Male,Bachelors Degree,Software Engineer,4,65000
3681,45,Male,PhD,Data Scientist,18,180000
3682,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3683,40,Female,Masters Degree,Human Resources Manager,11,120000
3684,33,Male,Bachelors Degree,Operations Manager,6,75000
3685,29,Female,High School,Junior Sales Associate,1,30000
3686,44,Male,PhD,Data Scientist,16,160000
3687,26,Male,Bachelors Degree,Software Developer,3,60000
3688,36,Female,Masters Degree,Marketing Coordinator,8,85000
3689,31,Male,Bachelors Degree,Operations Manager,5,70000
3690,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3691,42,Male,PhD,Data Scientist,13,140000
3692,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3693,28,Male,High School,Junior Sales Associate,2,35000
3694,39,Female,Masters Degree,Marketing Manager,10,110000
3695,31,Male,Bachelors Degree,Software Engineer,4,65000
3696,45,Male,PhD,Data Scientist,18,180000
3697,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3698,40,Female,Masters Degree,Human Resources Manager,11,120000
3699,33,Male,Bachelors Degree,Operations Manager,6,75000
3700,29,Female,High School,Junior Sales Associate,1,30000
3701,44,Male,PhD,Data Scientist,16,160000
3702,26,Male,Bachelors Degree,Software Developer,3,60000
3703,36,Female,Masters Degree,Marketing Coordinator,8,85000
3704,31,Male,Bachelors Degree,Operations Manager,5,70000
3705,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3706,42,Male,PhD,Data Scientist,13,140000
3707,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3708,28,Male,High School,Junior Sales Associate,2,35000
3709,39,Female,Masters Degree,Marketing Manager,10,110000
3710,31,Male,Bachelors Degree,Software Engineer,4,65000
3711,45,Male,PhD,Data Scientist,18,180000
3712,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3713,40,Female,Masters Degree,Human Resources Manager,11,120000
3714,33,Male,Bachelors Degree,Operations Manager,6,75000
3715,29,Female,High School,Junior Sales Associate,1,30000
3716,44,Male,PhD,Data Scientist,16,160000
3717,26,Male,Bachelors Degree,Software Developer,3,60000
3718,36,Female,Masters Degree,Marketing Coordinator,8,85000
3719,31,Male,Bachelors Degree,Operations Manager,5,70000
3720,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3721,42,Male,PhD,Data Scientist,13,140000
3722,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3723,28,Male,High School,Junior Sales Associate,2,35000
3724,39,Female,Masters Degree,Marketing Manager,10,110000
3725,31,Male,Bachelors Degree,Software Engineer,4,65000
3726,45,Male,PhD,Data Scientist,18,180000
3727,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3728,40,Female,Masters Degree,Human Resources Manager,11,120000
3729,33,Male,Bachelors Degree,Operations Manager,6,75000
3730,29,Female,High School,Junior Sales Associate,1,30000
3731,44,Male,PhD,Data Scientist,16,160000
3732,26,Male,Bachelors Degree,Software Developer,3,60000
3733,36,Female,Masters Degree,Marketing Coordinator,8,85000
3734,31,Male,Bachelors Degree,Operations Manager,5,70000
3735,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3736,42,Male,PhD,Data Scientist,13,140000
3737,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3738,28,Male,High School,Junior Sales Associate,2,35000
3739,39,Female,Masters Degree,Marketing Manager,10,110000
3740,31,Male,Bachelors Degree,Software Engineer,4,65000
3741,45,Male,PhD,Data Scientist,18,180000
3742,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3743,40,Female,Masters Degree,Human Resources Manager,11,120000
3744,33,Male,Bachelors Degree,Operations Manager,6,75000
3745,29,Female,High School,Junior Sales Associate,1,30000
3746,44,Male,PhD,Data Scientist,16,160000
3747,26,Male,Bachelors Degree,Software Developer,3,60000
3748,36,Female,Masters Degree,Marketing Coordinator,8,85000
3749,31,Male,Bachelors Degree,Operations Manager,5,70000
3750,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3751,42,Male,PhD,Data Scientist,13,140000
3752,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3753,28,Male,High School,Junior Sales Associate,2,35000
3754,39,Female,Masters Degree,Marketing Manager,10,110000
3755,31,Male,Bachelors Degree,Software Engineer,4,65000
3756,45,Male,PhD,Data Scientist,18,180000
3757,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3758,40,Female,Masters Degree,Human Resources Manager,11,120000
3759,33,Male,Bachelors Degree,Operations Manager,6,75000
3760,29,Female,High School,Junior Sales Associate,1,30000
3761,44,Male,PhD,Data Scientist,16,160000
3762,26,Male,Bachelors Degree,Software Developer,3,60000
3763,27,Male,Bachelors Degree,Software Engineer,3,60000
3764,38,Female,Masters Degree,Marketing Manager,9,100000
3765,44,Male,PhD,Data Scientist,15,150000
3766,30,Female,Bachelors Degree,Human Resources Coordinator,4,55000
3767,23,Male,High School,Junior Sales Associate,1,30000
3768,28,Female,Masters Degree,Software Developer,5,70000
3769,34,Male,Bachelors Degree,Operations Manager,8,90000
3770,25,Female,Masters Degree,Marketing Coordinator,2,40000
3771,41,Male,PhD,Data Scientist,12,130000
3772,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3773,26,Male,High School,Junior Sales Associate,2,35000
3774,37,Female,Masters Degree,Marketing Manager,10,110000
3775,29,Male,Bachelors Degree,Software Engineer,4,65000
3776,46,Male,PhD,Data Scientist,18,180000
3777,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3778,39,Female,Masters Degree,Human Resources Manager,11,120000
3779,32,Male,Bachelors Degree,Operations Manager,6,75000
3780,28,Female,High School,Junior Sales Associate,1,30000
3781,43,Male,PhD,Data Scientist,16,160000
3782,27,Male,Bachelors Degree,Software Developer,3,60000
3783,35,Female,Masters Degree,Marketing Coordinator,8,85000
3784,30,Male,Bachelors Degree,Operations Manager,5,70000
3785,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3786,41,Male,PhD,Data Scientist,13,140000
3787,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3788,27,Male,High School,Junior Sales Associate,2,35000
3789,38,Female,Masters Degree,Marketing Manager,10,110000
3790,29,Male,Bachelors Degree,Software Engineer,4,65000
3791,46,Male,PhD,Data Scientist,18,180000
3792,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3793,39,Female,Masters Degree,Human Resources Manager,11,120000
3794,32,Male,Bachelors Degree,Operations Manager,6,75000
3795,28,Female,High School,Junior Sales Associate,1,30000
3796,43,Male,PhD,Data Scientist,16,160000
3797,27,Male,Bachelors Degree,Software Developer,3,60000
3798,35,Female,Masters Degree,Marketing Coordinator,8,85000
3799,30,Male,Bachelors Degree,Operations Manager,5,70000
3800,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3801,41,Male,PhD,Data Scientist,13,140000
3802,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3803,27,Male,High School,Junior Sales Associate,2,35000
3804,38,Female,Masters Degree,Marketing Manager,10,110000
3805,29,Male,Bachelors Degree,Software Engineer,4,65000
3806,46,Male,PhD,Data Scientist,18,180000
3807,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3808,39,Female,Masters Degree,Human Resources Manager,11,120000
3809,32,Male,Bachelors Degree,Operations Manager,6,75000
3810,28,Female,High School,Junior Sales Associate,1,30000
3811,43,Male,PhD,Data Scientist,16,160000
3812,27,Male,Bachelors Degree,Software Developer,3,60000
3813,35,Female,Masters Degree,Marketing Coordinator,8,85000
3814,30,Male,Bachelors Degree,Operations Manager,5,70000
3815,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3816,41,Male,PhD,Data Scientist,13,140000
3817,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3818,27,Male,High School,Junior Sales Associate,2,35000
3819,38,Female,Masters Degree,Marketing Manager,10,110000
3820,29,Male,Bachelors Degree,Software Engineer,4,65000
3821,46,Male,PhD,Data Scientist,18,180000
3822,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3823,39,Female,Masters Degree,Human Resources Manager,11,120000
3824,32,Male,Bachelors Degree,Operations Manager,6,75000
3825,28,Female,High School,Junior Sales Associate,1,30000
3826,43,Male,PhD,Data Scientist,16,160000
3827,27,Male,Bachelors Degree,Software Developer,3,60000
3828,35,Female,Masters Degree,Marketing Coordinator,8,85000
3829,30,Male,Bachelors Degree,Operations Manager,5,70000
3830,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3831,41,Male,PhD,Data Scientist,13,140000
3832,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3833,27,Male,High School,Junior Sales Associate,2,35000
3834,38,Female,Masters Degree,Marketing Manager,10,110000
3835,29,Male,Bachelors Degree,Software Engineer,4,65000
3836,46,Male,PhD,Data Scientist,18,180000
3837,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3838,39,Female,Masters Degree,Human Resources Manager,11,120000
3839,32,Male,Bachelors Degree,Operations Manager,6,75000
3840,28,Female,High School,Junior Sales Associate,1,30000
3841,43,Male,PhD,Data Scientist,16,160000
3842,27,Male,Bachelors Degree,Software Developer,3,60000
3843,35,Female,Masters Degree,Marketing Coordinator,8,85000
3844,30,Male,Bachelors Degree,Operations Manager,5,70000
3845,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3846,41,Male,PhD,Data Scientist,13,140000
3847,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3848,27,Male,High School,Junior Sales Associate,2,35000
3849,38,Female,Masters Degree,Marketing Manager,10,110000
3850,29,Male,Bachelors Degree,Software Engineer,4,65000
3851,46,Male,PhD,Data Scientist,18,180000
3852,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3853,39,Female,Masters Degree,Human Resources Manager,11,120000
3854,32,Male,Bachelors Degree,Operations Manager,6,75000
3855,28,Female,High School,Junior Sales Associate,1,30000
3856,43,Male,PhD,Data Scientist,16,160000
3857,27,Male,Bachelors Degree,Software Developer,3,60000
3858,35,Female,Masters Degree,Marketing Coordinator,8,85000
3859,30,Male,Bachelors Degree,Operations Manager,5,70000
3860,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3861,41,Male,PhD,Data Scientist,13,140000
3862,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3863,27,Male,High School,Junior Sales Associate,2,35000
3864,38,Female,Masters Degree,Marketing Manager,10,110000
3865,29,Male,Bachelors Degree,Software Engineer,4,65000
3866,46,Male,PhD,Data Scientist,18,180000
3867,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3868,39,Female,Masters Degree,Human Resources Manager,11,120000
3869,32,Male,Bachelors Degree,Operations Manager,6,75000
3870,28,Female,High School,Junior Sales Associate,1,30000
3871,43,Male,PhD,Data Scientist,16,160000
3872,27,Male,Bachelors Degree,Software Developer,3,60000
3873,35,Female,Masters Degree,Marketing Coordinator,8,85000
3874,30,Male,Bachelors Degree,Operations Manager,5,70000
3875,26,Female,Masters Degree,Human Resources Coordinator,3,50000
3876,41,Male,PhD,Data Scientist,13,140000
3877,33,Female,Bachelors Degree,Human Resources Manager,6,75000
3878,27,Male,High School,Junior Sales Associate,2,35000
3879,38,Female,Masters Degree,Marketing Manager,10,110000
3880,29,Male,Bachelors Degree,Software Engineer,4,65000
3881,46,Male,PhD,Data Scientist,18,180000
3882,26,Female,Bachelors Degree,Junior Software Developer,1,35000
3883,39,Female,Masters Degree,Human Resources Manager,11,120000
3884,32,Male,Bachelors Degree,Operations Manager,6,75000
3885,28,Female,High School,Junior Sales Associate,1,30000
3886,43,Male,PhD,Data Scientist,16,160000
3887,27,Male,Bachelors Degree,Software Developer,3,60000
3888,24,Male,Bachelors Degree,Software Engineer,2,55000
3889,32,Female,Masters Degree,Marketing Manager,7,90000
3890,45,Male,PhD,Data Scientist,16,160000
3891,28,Female,Bachelors Degree,Human Resources Coordinator,4,60000
3892,22,Male,High School,Junior Sales Associate,1,25000
3893,29,Female,Masters Degree,Software Developer,5,70000
3894,36,Male,Bachelors Degree,Operations Manager,8,100000
3895,27,Female,Bachelors Degree,Marketing Coordinator,3,45000
3896,42,Male,PhD,Data Scientist,14,140000
3897,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3898,25,Male,High School,Junior Sales Associate,2,30000
3899,39,Female,Masters Degree,Marketing Manager,11,120000
3900,30,Male,Bachelors Degree,Software Engineer,4,65000
3901,47,Male,PhD,Data Scientist,19,190000
3902,25,Female,Bachelors Degree,Junior Software Developer,1,35000
3903,40,Female,Masters Degree,Human Resources Manager,12,130000
3904,33,Male,Bachelors Degree,Operations Manager,7,85000
3905,29,Female,High School,Junior Sales Associate,1,25000
3906,44,Male,PhD,Data Scientist,15,150000
3907,28,Male,Bachelors Degree,Software Developer,3,60000
3908,36,Female,Masters Degree,Marketing Coordinator,9,100000
3909,31,Male,Bachelors Degree,Operations Manager,6,75000
3910,27,Female,Masters Degree,Human Resources Coordinator,3,50000
3911,42,Male,PhD,Data Scientist,14,140000
3912,34,Female,Bachelors Degree,Human Resources Manager,6,75000
3913,26,Male,High School,Junior Sales Associate,2,30000
3914,39,Female,Masters Degree,Marketing Manager,11,120000
3915,30,Male,Bachelors Degree,Software Engineer,4,65000
