id,age, gender, education_level,role_name, years_of_experience, basic_salary,currency
2838,31,Female,Bachelors,Senior Software Engineer,7,108267,gbp
2839,26,Male,Masters,Full Stack Engineer,4,91397,gbp
2840,30,Female,Masters,Senior Project Engineer,5,100867,gbp
2841,24,Male,Bachelors,Back end Developer,2,64182,gbp
2842,45,Male,Masters,Senior Software Engineer,22,182506,gbp
2843,33,Female,Masters,Full Stack Engineer,9,136986,gbp
2844,38,Male,Bachelors,Front end Developer,11,136662,gbp
2845,54,Female,PhD,Software Engineer Manager,32,191510,gbp
2846,42,Male,Masters,Full Stack Engineer,19,177347,gbp
2847,28,Female,Bachelors,Senior Project Engineer,3,70397,gbp
2848,34,Male,Masters,Software Engineer Manager,9,146075,gbp
2849,46,Female,Bachelors,Back end Developer,18,155795,gbp
2850,35,Male,Masters,Full Stack Engineer,9,132638,gbp
2851,49,Female,PhD,Software Engineer Manager,22,178684,gbp
2852,32,Male,Bachelors,Senior Software Engineer,7,106218,gbp
2853,54,Male,Masters,Full Stack Engineer,28,191239,gbp
2854,26,Female,Masters,Front end Developer,2,65840,gbp
2855,23,Male,PhD,Software Engineer Manager,0,52779,gbp
2856,48,Female,Masters,Senior Software Engineer,23,185038,gbp
2857,38,Male,Bachelors,Back end Developer,14,136449,gbp
2858,30,Female,Masters,Full Stack Engineer,6,110707,gbp
2859,40,Male,Masters,Software Engineer Manager,17,151670,gbp
2860,45,Female,Bachelors,Senior Project Engineer,21,167015,gbp
2861,36,Male,Masters,Full Stack Engineer,13,146508,gbp
2862,52,Male,PhD,Software Engineer Manager,27,190596,gbp
2863,31,Female,Bachelors,Senior Software Engineer,6,104378,gbp
2864,26,Male,Masters,Full Stack Engineer,3,70216,gbp
2865,30,Female,Masters,Senior Project Engineer,5,101733,gbp
2866,24,Male,Bachelors,Back end Developer,1,55935,gbp
2867,45,Male,Masters,Senior Software Engineer,21,180367,gbp
2868,33,Female,Masters,Full Stack Engineer,9,135596,gbp
2869,38,Male,Bachelors,Front end Developer,11,136062,gbp
2870,54,Female,PhD,Software Engineer Manager,32,191267,gbp
2871,42,Male,Masters,Full Stack Engineer,19,177347,gbp
2872,28,Female,Bachelors,Senior Project Engineer,3,70397,gbp
2873,34,Male,Masters,Software Engineer Manager,9,146075,gbp
2874,46,Female,Bachelors,Back end Developer,18,155795,gbp
2875,35,Male,Masters,Full Stack Engineer,9,132638,gbp
2876,49,Female,PhD,Software Engineer Manager,22,178684,gbp
2877,32,Male,Bachelors,Senior Software Engineer,7,106218,gbp
2878,54,Male,Masters,Full Stack Engineer,28,191239,gbp
2879,26,Female,Masters,Front end Developer,2,65840,gbp
2880,23,Male,PhD,Software Engineer Manager,0,52779,gbp
2881,48,Female,Masters,Senior Software Engineer,23,185038,gbp
2882,38,Male,Bachelors,Back end Developer,14,136449,gbp
2883,30,Female,Masters,Full Stack Engineer,6,110707,gbp
2884,40,Male,Masters,Software Engineer Manager,17,151670,gbp
2885,45,Female,Bachelors,Senior Project Engineer,21,167015,gbp
2886,36,Male,Masters,Full Stack Engineer,13,146508,gbp
2887,52,Male,PhD,Software Engineer Manager,27,190596,gbp
2888,31,Female,Bachelors,Senior Software Engineer,6,104378,gbp
2889,26,Male,Masters,Full Stack Engineer,3,70216,gbp
2890,30,Female,Masters,Senior Project Engineer,5,101733,gbp
2891,24,Male,Bachelors,Back end Developer,1,55935,gbp
2892,45,Male,Masters,Senior Software Engineer,21,180367,gbp
2893,33,Female,Masters,Full Stack Engineer,9,135596,gbp
2894,38,Male,Bachelors,Front end Developer,11,136062,gbp
2895,54,Female,PhD,Software Engineer Manager,32,191267,gbp
2896,42,Male,Masters,Full Stack Engineer,19,177347,gbp
2897,29,Female,Bachelors,Full Stack Engineer,6,103579,gbp
2898,45,Male,Masters,Software Engineer Manager,19,163780,gbp
2899,36,Male,Bachelors,Front end Developer,12,137878,gbp
2900,30,Female,Masters,Senior Project Engineer,4,92438,gbp
2901,28,Male,Masters,Full Stack Engineer,5,84181,gbp
2902,46,Female,PhD,Software Engineer Manager,21,174821,gbp
2903,34,Male,Bachelors,Back end Developer,10,126520,gbp
2904,44,Male,Masters,Senior Software Engineer,18,152168,gbp
2905,55,Female,PhD,Software Engineer Manager,29,190543,gbp
2906,35,Male,Masters,Full Stack Engineer,9,131547,gbp
2907,54,Male,Bachelors,Senior Project Engineer,28,192292,gbp
2908,23,Female,High School,Back end Developer,1,52807,gbp
2909,46,Male,Masters,Senior Software Engineer,20,174938,gbp
2910,33,Female,Bachelors,Full Stack Engineer,8,124071,gbp
2911,26,Male,Masters,Front end Developer,3,73640,gbp
2912,43,Female,PhD,Software Engineer Manager,19,156486,gbp
2913,36,Male,Masters,Full Stack Engineer,11,138859,gbp
2914,23,Female,Bachelors,Senior Project Engineer,0,52831,gbp
2915,49,Male,Masters,Software Engineer Manager,23,182392,gbp
2916,35,Female,Masters,Full Stack Engineer,11,151078,gbp
2917,31,Male,Bachelors,Back end Developer,8,100679,gbp
2918,54,Other,High School,Senior Software Engineer,29,158966,gbp
2919,43,Male,Masters,Full Stack Engineer,20,167924,gbp
2920,33,Female,Masters,Senior Project Engineer,10,113334,gbp
2921,52,Female,PhD,Software Engineer Manager,29,194778,gbp
2922,28,Male,Bachelors,Full Stack Engineer,4,77606,gbp
2923,36,Female,Masters,Senior Software Engineer,13,140010,gbp
2924,43,Male,Bachelors,Senior Project Engineer,20,142421,gbp
2925,50,Female,Masters,Full Stack Engineer,24,192756,gbp
2926,24,Male,PhD,Software Engineer Manager,1,106686,gbp
2927,52,Male,Masters,Senior Software Engineer,27,186794,gbp
2928,46,Female,Bachelors,Back end Developer,19,150729,gbp
2929,38,Male,Masters,Full Stack Engineer,15,171652,gbp
2930,29,Male,Bachelors,Senior Project Engineer,6,88552,gbp
2931,33,Female,Masters,Front end Developer,9,119918,gbp
2932,47,Male,PhD,Software Engineer Manager,21,174985,gbp
2933,45,Female,Masters,Senior Software Engineer,23,174336,gbp
2934,28,Male,Bachelors,Back end Developer,4,72389,gbp
2935,42,Female,Masters,Full Stack Engineer,14,163978,gbp
2936,46,Male,Bachelors,Senior Project Engineer,25,166958,gbp
2937,38,Female,PhD,Software Engineer Manager,15,145052,gbp
2938,54,Male,Masters,Senior Software Engineer,32,195270,gbp
2939,33,Female,Masters,Full Stack Engineer,8,122970,gbp
2940,27,Male,High School,Back end Developer,4,80247,gbp
2941,50,Female,Bachelors,Senior Project Engineer,25,177862,gbp
2942,26,Male,Masters,Full Stack Engineer,4,91062,gbp
2943,31,Female,Masters,Senior Software Engineer,6,114290,gbp
2944,35,Male,Bachelors,Front end Developer,10,128999,gbp
2945,44,Female,PhD,Software Engineer Manager,18,162454,gbp
2946,32,Male,Masters,Senior Project Engineer,8,122354,gbp
2947,54,Male,Bachelors,Full Stack Engineer,25,179756,gbp
2948,26,Female,Masters,Front end Developer,3,73218,gbp
2949,23,Male,PhD,Software Engineer Manager,0,52612,gbp
2950,48,Female,Masters,Senior Software Engineer,24,184480,gbp
2951,38,Male,Bachelors,Back end Developer,12,132442,gbp
2952,30,Female,Masters,Full Stack Engineer,5,102828,gbp
2953,40,Male,Masters,Software Engineer Manager,16,150301,gbp
2954,45,Female,Bachelors,Senior Project Engineer,22,171468,gbp
2955,36,Male,Masters,Full Stack Engineer,13,147326,gbp
2956,52,Male,PhD,Software Engineer Manager,26,185982,gbp
2957,31,Female,Bachelors,Senior Software Engineer,7,108267,gbp
2958,26,Male,Masters,Full Stack Engineer,4,91397,gbp
2959,30,Female,Masters,Senior Project Engineer,5,100867,gbp
2960,24,Male,Bachelors,Back end Developer,2,64182,gbp
2961,45,Male,Masters,Senior Software Engineer,22,182506,gbp
2962,33,Female,Masters,Full Stack Engineer,9,136986,gbp
2963,38,Male,Bachelors,Front end Developer,11,136662,gbp
2964,54,Female,PhD,Software Engineer Manager,32,191510,gbp
2965,42,Male,Masters,Full Stack Engineer,19,177347,gbp
2966,28,Female,Bachelors,Senior Project Engineer,3,70397,gbp
2967,34,Male,Masters,Software Engineer Manager,9,146075,gbp
2968,46,Female,Bachelors,Back end Developer,18,155795,gbp
2969,35,Male,Masters,Full Stack Engineer,9,132638,gbp
2970,49,Female,PhD,Software Engineer Manager,22,178684,gbp
2971,32,Male,Bachelors,Senior Software Engineer,7,106218,gbp
2972,54,Male,Masters,Full Stack Engineer,28,191239,gbp
2973,26,Female,Masters,Front end Developer,2,65840,gbp
2974,23,Male,PhD,Software Engineer Manager,0,52779,gbp
2975,48,Female,Masters,Senior Software Engineer,23,185038,gbp
2976,38,Male,Bachelors,Back end Developer,14,136449,gbp
2977,30,Female,Masters,Full Stack Engineer,6,110707,gbp
2978,40,Male,Masters,Software Engineer Manager,17,151670,gbp
2979,45,Female,Bachelors,Senior Project Engineer,21,167015,gbp
2980,36,Male,Masters,Full Stack Engineer,13,146508,gbp
2981,52,Male,PhD,Software Engineer Manager,27,190596,gbp
2982,31,Female,Bachelors,Senior Software Engineer,6,104378,gbp
2983,26,Male,Masters,Full Stack Engineer,3,70216,gbp
2984,30,Female,Masters,Senior Project Engineer,5,101733,gbp
2985,24,Male,Bachelors,Back end Developer,1,55935,gbp
2986,45,Male,Masters,Senior Software Engineer,21,180367,gbp
2987,33,Female,Masters,Full Stack Engineer,9,135596,gbp
2988,38,Male,Bachelors,Front end Developer,11,136062,gbp
2989,54,Female,PhD,Software Engineer Manager,32,191267,gbp
2990,42,Male,Masters,Full Stack Engineer,19,177347,gbp
2991,28,Female,Bachelors,Senior Project Engineer,3,70397,gbp
2992,34,Male,Masters,Software Engineer Manager,9,146075,gbp
2993,46,Female,Bachelors,Back end Developer,18,155795,gbp
2994,35,Male,Masters,Full Stack Engineer,9,132638,gbp
2995,49,Female,PhD,Software Engineer Manager,22,178684,gbp
2996,32,Male,Bachelors,Senior Software Engineer,7,106218,gbp
2997,54,Male,Masters,Full Stack Engineer,28,191239,gbp
2998,26,Female,Masters,Front end Developer,2,65840,gbp
2999,23,Male,PhD,Software Engineer Manager,0,52779,gbp
3000,48,Female,Masters,Senior Software Engineer,23,185038,gbp
3001,38,Male,Bachelors,Back end Developer,14,136449,gbp
3002,30,Female,Masters,Full Stack Engineer,6,110707,gbp
3003,40,Male,Masters,Software Engineer Manager,17,151670,gbp
3004,45,Female,Bachelors,Senior Project Engineer,21,167015,gbp
3005,36,Male,Masters,Full Stack Engineer,13,146508,gbp
3006,52,Male,PhD,Software Engineer Manager,27,190596,gbp
3007,31,Female,Bachelors,Senior Software Engineer,6,104378,gbp
3008,26,Male,Masters,Full Stack Engineer,3,70216,gbp
3009,30,Female,Masters,Senior Project Engineer,5,101733,gbp
3010,24,Male,Bachelors,Back end Developer,1,55935,gbp
3011,45,Male,Masters,Senior Software Engineer,21,180367,gbp
3012,33,Female,Masters,Full Stack Engineer,9,135596,gbp
3013,38,Male,Bachelors,Front end Developer,11,136062,gbp
3014,54,Female,PhD,Software Engineer Manager,32,191267,gbp
3015,42,Male,Masters,Full Stack Engineer,19,177347,gbp
3016,29,Female,Bachelors,Full Stack Engineer,6,103579,gbp
3017,45,Male,Masters,Software Engineer Manager,19,163780,gbp
3018,36,Male,Bachelors,Front end Developer,12,137878,gbp
3019,30,Female,Masters,Senior Project Engineer,4,92438,gbp
3020,28,Male,Masters,Full Stack Engineer,5,84181,gbp
3021,46,Female,PhD,Software Engineer Manager,21,174821,gbp
3022,34,Male,Bachelors,Back end Developer,10,126520,gbp
3023,44,Male,Masters,Senior Software Engineer,18,152168,gbp
3024,55,Female,PhD,Software Engineer Manager,29,190543,gbp
3025,35,Male,Masters,Full Stack Engineer,9,131547,gbp
3026,54,Male,Bachelors,Senior Project Engineer,28,192292,gbp
3027,23,Female,High School,Back end Developer,1,52807,gbp
3028,46,Male,Masters,Senior Software Engineer,20,174938,gbp
3029,33,Female,Bachelors,Full Stack Engineer,8,124071,gbp
3030,26,Male,Masters,Front end Developer,3,73640,gbp
3031,43,Female,PhD,Software Engineer Manager,19,156486,gbp
3032,36,Male,Masters,Full Stack Engineer,11,138859,gbp
3033,23,Female,Bachelors,Senior Project Engineer,0,52831,gbp
3034,49,Male,Masters,Software Engineer Manager,23,182392,gbp
3035,35,Female,Masters,Full Stack Engineer,11,151078,gbp
3036,31,Male,Bachelors,Back end Developer,8,100679,gbp
3037,54,Other,High School,Senior Software Engineer,29,158966,gbp
3038,43,Male,Masters,Full Stack Engineer,20,167924,gbp
3039,33,Female,Masters,Senior Project Engineer,10,113334,gbp
3040,52,Female,PhD,Software Engineer Manager,29,194778,gbp
3041,28,Male,Bachelors,Full Stack Engineer,4,77606,gbp
3042,36,Female,Masters,Senior Software Engineer,13,140010,gbp
3043,43,Male,Bachelors,Senior Project Engineer,20,142421,gbp
3044,50,Female,Masters,Full Stack Engineer,24,192756,gbp
3045,24,Male,PhD,Software Engineer Manager,1,106686,gbp
3046,52,Male,Masters,Senior Software Engineer,27,186794,gbp
3047,46,Female,Bachelors,Back end Developer,19,150729,gbp
3048,38,Male,Masters,Full Stack Engineer,15,171652,gbp
3049,29,Male,Bachelors,Senior Project Engineer,6,88552,gbp
3050,33,Female,Masters,Front end Developer,9,119918,gbp
3051,47,Male,PhD,Software Engineer Manager,21,174985,gbp
3052,45,Female,Masters,Senior Software Engineer,23,174336,gbp
3053,28,Male,Bachelors,Back end Developer,4,72389,gbp
3054,42,Female,Masters,Full Stack Engineer,14,163978,gbp
3055,46,Male,Bachelors,Senior Project Engineer,25,166958,gbp
3056,38,Female,PhD,Software Engineer Manager,15,145052,gbp
3057,54,Male,Masters,Senior Software Engineer,32,195270,gbp
3058,33,Female,Masters,Full Stack Engineer,8,122970,gbp
3059,27,Male,High School,Back end Developer,4,80247,gbp
3060,50,Female,Bachelors,Senior Project Engineer,25,177862,gbp
3061,26,Male,Masters,Full Stack Engineer,4,91062,gbp
3062,31,Female,Masters,Senior Software Engineer,6,114290,gbp
3063,35,Male,Bachelors,Front end Developer,10,128999,gbp
3064,44,Female,PhD,Software Engineer Manager,18,162454,gbp
3065,32,Male,Masters,Senior Project Engineer,8,122354,gbp
3066,54,Male,Bachelors,Full Stack Engineer,25,179756,gbp
3067,26,Female,Masters,Front end Developer,3,73218,gbp
3068,23,Male,PhD,Software Engineer Manager,0,52612,gbp
3069,48,Female,Masters,Senior Software Engineer,23,185038,gbp
3070,38,Male,Bachelors,Back end Developer,12,132442,gbp
3071,30,Female,Masters,Full Stack Engineer,5,102828,gbp
3072,40,Male,Masters,Software Engineer Manager,16,150301,gbp
3073,45,Female,Bachelors,Senior Project Engineer,22,171468,gbp
3074,36,Male,Masters,Full Stack Engineer,13,147326,gbp
3075,52,Male,PhD,Software Engineer Manager,26,185982,gbp
3076,31,Female,Bachelors,Senior Software Engineer,7,108267,gbp
3077,26,Male,Masters,Full Stack Engineer,3,91397,gbp
3078,30,Female,Masters,Senior Project Engineer,5,100867,gbp
3079,24,Male,Bachelors,Back end Developer,2,64182,gbp
3080,45,Male,Masters,Senior Software Engineer,22,182506,gbp
3081,33,Female,Masters,Full Stack Engineer,9,136986,gbp
3082,38,Male,Bachelors,Front end Developer,11,136662,gbp
3083,54,Female,PhD,Software Engineer Manager,32,191510,gbp
3084,42,Male,Masters,Full Stack Engineer,19,177347,gbp
3085,28,Female,Bachelors,Senior Project Engineer,4,82944,gbp
3086,48,Male,PhD,Software Engineer Manager,23,188288,gbp
3087,36,Female,Masters,Senior Software Engineer,14,141090,gbp
3088,43,Male,Bachelors,Full Stack Engineer,19,152726,gbp
3089,33,Female,Masters,Back end Developer,9,124141,gbp
3090,26,Male,Bachelors,Front end Developer,3,67556,gbp
3091,50,Female,Masters,Senior Project Engineer,22,182768,gbp
3092,41,Male,PhD,Software Engineer Manager,15,148727,gbp
3093,29,Female,Bachelors,Full Stack Engineer,6,91903,gbp
3094,38,Male,Masters,Senior Software Engineer,14,147708,gbp
3095,48,Female,Bachelors,Senior Project Engineer,21,163209,gbp
3096,31,Male,Masters,Full Stack Engineer,8,120288,gbp
3097,45,Male,PhD,Software Engineer Manager,21,170226,gbp
3098,35,Female,Masters,Senior Software Engineer,11,134979,gbp
3099,42,Male,Bachelors,Back end Developer,16,137489,gbp
3100,27,Female,Masters,Full Stack Engineer,4,83577,gbp
3101,33,Male,Bachelors,Front end Developer,9,117904,gbp
3102,36,Female,Masters,Senior Project Engineer,11,134482,gbp
3103,54,Male,PhD,Software Engineer Manager,30,184660,gbp
3104,30,Female,Bachelors,Senior Software Engineer,5,100151,gbp
3105,26,Male,Masters,Full Stack Engineer,3,88678,gbp
3106,45,Female,PhD,Senior Project Engineer,21,181285,gbp
3107,38,Male,Masters,Software Engineer Manager,16,154990,gbp
3108,31,Female,Bachelors,Full Stack Engineer,7,108204,gbp
3109,42,Male,Masters,Senior Software Engineer,19,175684,gbp
3110,28,Female,Bachelors,Back end Developer,5,77766,gbp
3111,48,Male,PhD,Software Engineer Manager,24,192211,gbp
3112,36,Female,Masters,Full Stack Engineer,13,144647,gbp
3113,43,Male,Bachelors,Senior Project Engineer,20,162231,gbp
3114,33,Female,Masters,Front end Developer,9,121120,gbp
3115,26,Male,Bachelors,Full Stack Engineer,4,79652,gbp
3116,50,Female,Masters,Senior Software Engineer,21,177002,gbp
3117,27,Male,Masters,Back end Developer,5,87584,gbp
3118,38,Female,Bachelors,Senior Project Engineer,13,131860,gbp
3119,54,Male,PhD,Software Engineer Manager,28,182013,gbp
3120,31,Female,Masters,Full Stack Engineer,7,108799,gbp
3121,36,Male,Bachelors,Senior Software Engineer,13,135378,gbp
3122,45,Female,Masters,Software Engineer Manager,22,183530,gbp
3123,42,Male,Bachelors,Back end Developer,18,150901,gbp
3124,28,Female,Masters,Full Stack Engineer,4,82697,gbp
3125,48,Male,PhD,Senior Software Engineer,26,194638,gbp
3126,36,Female,Masters,Senior Project Engineer,12,130356,gbp
3127,43,Male,Bachelors,Full Stack Engineer,18,152560,gbp
3128,33,Female,Masters,Front end Developer,9,121432,gbp
3129,26,Male,Bachelors,Back end Developer,2,63789,gbp
3130,50,Female,Masters,Senior Software Engineer,23,183690,gbp
3131,41,Male,PhD,Software Engineer Manager,16,151310,gbp
3132,29,Female,Bachelors,Full Stack Engineer,6,100358,gbp
3133,38,Male,Masters,Senior Software Engineer,15,148437,gbp
3134,48,Female,Bachelors,Senior Project Engineer,22,168691,gbp
3135,31,Male,Masters,Full Stack Engineer,8,120000,gbp
3136,28,Male,Bachelors,Software Developer,1,50000,gbp
3137,32,Female,Masters,Product Manager,5,100000,gbp
3138,26,Male,Bachelors,Software Engineer,2,60000,gbp
3139,33,Female,Masters,Data Analyst,6,90000,gbp
3140,29,Male,Bachelors,Front End Developer,3,70000,gbp
3141,42,Male,PhD,Director of Data Science,12,170000,gbp
3142,36,Female,Masters,Data Scientist,8,130000,gbp
3143,27,Male,Bachelors,Software Developer,1,50000,gbp
3144,34,Female,Masters,Product Manager,7,120000,gbp
3145,29,Male,Bachelors,Software Engineer,4,80000,gbp
3146,41,Female,PhD,Senior Data Scientist,16,200000,gbp
3147,34,Male,Masters,Data Analyst,8,100000,gbp
3148,24,Female,Bachelors,Software Developer,2,55000,gbp
3149,36,Male,PhD,Director of Data Science,12,170000,gbp
3150,30,Female,Bachelors,Software Engineer,5,90000,gbp
3151,29,Male,Bachelors,Front End Developer,4,80000,gbp
3152,42,Male,Masters,Product Manager,14,180000,gbp
3153,26,Male,Bachelors,Software Developer,2,60000,gbp
3154,35,Female,Masters,Data Analyst,9,120000,gbp
3155,27,Female,Bachelors,Software Engineer,3,70000,gbp
3156,48,Male,PhD,Director of Data Science,18,210000,gbp
3157,34,Male,Masters,Data Scientist,9,140000,gbp
3158,23,Female,Bachelors,Software Engineer,1,50000,gbp
3159,32,Male,Masters,Product Manager,7,110000,gbp
3160,25,Female,Masters,Software Engineer,2,60000,gbp
3161,37,Male,Bachelors,Data Analyst,11,160000,gbp
3162,28,Male,Bachelors,Software Engineer,4,75000,gbp
3163,41,Female,PhD,Director of Data Science,16,200000,gbp
3164,34,Male,Masters,Data Analyst,8,100000,gbp
3165,24,Female,Bachelors,Software Developer,2,55000,gbp
3166,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3167,30,Female,Bachelors,Software Engineer,5,90000,gbp
3168,29,Male,Bachelors,Front End Developer,4,80000,gbp
3169,42,Male,Masters,Product Manager,14,180000,gbp
3170,26,Male,Bachelors,Software Developer,2,60000,gbp
3171,35,Female,Masters,Data Analyst,9,120000,gbp
3172,27,Female,Bachelors,Software Engineer,3,70000,gbp
3173,48,Male,PhD,Director of Data Science,18,210000,gbp
3174,34,Male,Masters,Data Scientist,9,140000,gbp
3175,23,Female,Bachelors,Software Engineer,1,50000,gbp
3176,32,Male,Masters,Product Manager,7,110000,gbp
3177,25,Female,Masters,Software Engineer,2,60000,gbp
3178,37,Male,Bachelors,Data Analyst,11,160000,gbp
3179,28,Male,Bachelors,Software Engineer,4,75000,gbp
3180,41,Female,PhD,Director of Data Science,16,200000,gbp
3181,34,Male,Masters,Data Analyst,8,100000,gbp
3182,24,Female,Bachelors,Software Developer,2,55000,gbp
3183,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3184,30,Female,Bachelors,Software Engineer,5,90000,gbp
3185,29,Male,Bachelors,Front End Developer,4,80000,gbp
3186,42,Male,Masters,Product Manager,14,180000,gbp
3187,26,Male,Bachelors,Software Developer,2,60000,gbp
3188,35,Female,Masters,Data Analyst,9,120000,gbp
3189,27,Female,Bachelors,Software Engineer,3,70000,gbp
3190,48,Male,PhD,Director of Data Science,18,210000,gbp
3191,34,Male,Masters,Data Scientist,9,140000,gbp
3192,23,Female,Bachelors,Software Engineer,1,50000,gbp
3193,32,Male,Masters,Product Manager,7,110000,gbp
3194,25,Female,Masters,Software Engineer,2,60000,gbp
3195,37,Male,Bachelors,Data Analyst,11,160000,gbp
3196,28,Male,Bachelors,Software Engineer,4,75000,gbp
3197,41,Female,PhD,Director of Data Science,16,200000,gbp
3198,34,Male,Masters,Data Analyst,8,100000,gbp
3199,24,Female,Bachelors,Software Developer,2,55000,gbp
3200,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3201,30,Female,Bachelors,Software Engineer,5,90000,gbp
3202,29,Male,Bachelors,Front End Developer,4,80000,gbp
3203,42,Male,Masters,Product Manager,14,180000,gbp
3204,26,Male,Bachelors,Software Developer,2,60000,gbp
3205,35,Female,Masters,Data Analyst,9,120000,gbp
3206,27,Female,Bachelors,Software Engineer,3,70000,gbp
3207,48,Male,PhD,Director of Data Science,18,210000,gbp
3208,34,Male,Masters,Data Scientist,9,140000,gbp
3209,23,Female,Bachelors,Software Engineer,1,50000,gbp
3210,32,Male,Masters,Product Manager,7,110000,gbp
3211,25,Female,Masters,Software Engineer,2,60000,gbp
3212,37,Male,Bachelors,Data Analyst,11,160000,gbp
3213,28,Male,Bachelors,Software Engineer,4,75000,gbp
3214,41,Female,PhD,Director of Data Science,16,200000,gbp
3215,34,Male,Masters,Data Analyst,8,100000,gbp
3216,24,Female,Bachelors,Software Developer,2,55000,gbp
3217,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3218,30,Female,Bachelors,Software Engineer,5,90000,gbp
3219,29,Male,Bachelors,Front End Developer,4,80000,gbp
3220,42,Male,Masters,Product Manager,14,180000,gbp
3221,26,Male,Bachelors,Software Developer,2,60000,gbp
3222,35,Female,Masters,Data Analyst,9,120000,gbp
3223,27,Female,Bachelors,Software Engineer,3,70000,gbp
3224,48,Male,PhD,Director of Data Science,18,210000,gbp
3225,34,Male,Masters,Data Scientist,9,140000,gbp
3226,23,Female,Bachelors,Software Engineer,1,50000,gbp
3227,32,Male,Masters,Product Manager,7,110000,gbp
3228,25,Female,Masters,Software Engineer,2,60000,gbp
3229,37,Male,Bachelors,Data Analyst,11,160000,gbp
3230,28,Male,Bachelors,Software Engineer,4,75000,gbp
3231,41,Female,PhD,Director of Data Science,16,200000,gbp
3232,34,Male,Masters,Data Analyst,8,100000,gbp
3233,24,Female,Bachelors,Software Developer,2,55000,gbp
3234,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3235,30,Female,Bachelors,Software Engineer,5,90000,gbp
3236,29,Male,Bachelors,Front End Developer,4,80000,gbp
3237,42,Male,Masters,Product Manager,14,180000,gbp
3238,26,Male,Bachelors,Software Developer,2,60000,gbp
3239,35,Female,Masters,Data Analyst,9,120000,gbp
3240,27,Female,Bachelors,Software Engineer,3,70000,gbp
3241,48,Male,PhD,Director of Data Science,18,210000,gbp
3242,34,Male,Masters,Data Scientist,9,140000,gbp
3243,23,Female,Bachelors,Software Engineer,1,50000,gbp
3244,32,Male,Masters,Product Manager,7,110000,gbp
3245,25,Female,Masters,Software Engineer,2,60000,gbp
3246,37,Male,Bachelors,Data Analyst,11,160000,gbp
3247,28,Male,Bachelors,Software Engineer,4,75000,gbp
3248,41,Female,PhD,Director of Data Science,16,200000,gbp
3249,34,Male,Masters,Data Analyst,8,100000,gbp
3250,24,Female,Bachelors,Software Developer,2,55000,gbp
3251,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3252,30,Female,Bachelors,Software Engineer,5,90000,gbp
3253,29,Male,Bachelors,Front End Developer,4,80000,gbp
3254,42,Male,Masters,Product Manager,14,180000,gbp
3255,26,Male,Bachelors,Software Developer,2,60000,gbp
3256,35,Female,Masters,Data Analyst,9,120000,gbp
3257,27,Female,Bachelors,Software Engineer,3,70000,gbp
3258,48,Male,PhD,Director of Data Science,18,210000,gbp
3259,34,Male,Masters,Data Scientist,9,140000,gbp
3260,30,Female,Bachelors,Software Engineer,4,80000,gbp
3261,29,Male,Bachelors,Front End Developer,3,70000,gbp
3262,42,Male,Masters,Product Manager,14,180000,gbp
3263,26,Male,Bachelors,Software Developer,2,60000,gbp
3264,35,Female,Masters,Data Analyst,9,120000,gbp
3265,27,Female,Bachelors,Software Engineer,3,70000,gbp
3266,48,Male,PhD,Director of Data Science,18,210000,gbp
3267,34,Male,Masters,Data Scientist,9,140000,gbp
3268,23,Female,Bachelors,Software Engineer,1,50000,gbp
3269,32,Male,Masters,Product Manager,7,110000,gbp
3270,25,Female,Masters,Software Engineer,2,60000,gbp
3271,37,Male,Bachelors,Data Analyst,11,160000,gbp
3272,28,Male,Bachelors,Software Engineer,4,75000,gbp
3273,41,Female,PhD,Director of Data Science,16,200000,gbp
3274,34,Male,Masters,Data Analyst,8,100000,gbp
3275,24,Female,Bachelors,Software Developer,2,55000,gbp
3276,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3277,30,Female,Bachelors,Software Engineer,5,90000,gbp
3278,29,Male,Bachelors,Front End Developer,4,80000,gbp
3279,42,Male,Masters,Product Manager,14,180000,gbp
3280,26,Male,Bachelors,Software Developer,2,60000,gbp
3281,35,Female,Masters,Data Analyst,9,120000,gbp
3282,27,Female,Bachelors,Software Engineer,3,70000,gbp
3283,48,Male,PhD,Director of Data Science,18,210000,gbp
3284,34,Male,Masters,Data Scientist,9,140000,gbp
3285,23,Female,Bachelors,Software Engineer,1,50000,gbp
3286,32,Male,Masters,Product Manager,7,110000,gbp
3287,25,Female,Masters,Software Engineer,2,60000,gbp
3288,37,Male,Bachelors,Data Analyst,11,160000,gbp
3289,28,Male,Bachelors,Software Engineer,4,75000,gbp
3290,41,Female,PhD,Director of Data Science,16,200000,gbp
3291,34,Male,Masters,Data Analyst,8,100000,gbp
3292,24,Female,Bachelors,Software Developer,2,55000,gbp
3293,36,Male,PhD,Senior Data Scientist,12,170000,gbp
3294,30,Female,Bachelors,Software Engineer,5,90000,gbp
3295,29,Male,Bachelors,Front End Developer,4,80000,gbp
3296,42,Male,Masters,Product Manager,14,180000,gbp
3297,26,Male,Bachelors,Software Developer,2,60000,gbp
3298,35,Female,Masters,Data Analyst,9,120000,gbp
